invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
561900,21975,PACK OF 60 DINOSAUR CAKE CASES,3,2011-07-31 15:31:00,0.55,16655,United Kingdom
561900,22429,ENAMEL MEASURING JUG CREAM,3,2011-07-31 15:31:00,4.25,16655,United Kingdom
561900,23179,CLOCK MAGNET MUM'S KITCHEN,6,2011-07-31 15:31:00,2.89,16655,United Kingdom
561901,21212,PACK OF 72 RETROSPOT CAKE CASES,360,2011-07-31 15:42:00,0.55,14156,EIRE
561903,22983,CARD BILLBOARD FONT,12,2011-07-31 16:04:00,0.42,17162,United Kingdom
561903,21175,GIN + TONIC DIET METAL SIGN,12,2011-07-31 16:04:00,2.55,17162,United Kingdom
561911,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-08-01 10:26:00,1.25,12534,Germany
561913,84944,SET OF 6 KASHMIR FOLKART BAUBLES,4,2011-08-01 11:12:00,1.65,13184,United Kingdom
561915,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-01 11:23:00,1.69,14408,United Kingdom
561915,82600,NO SINGING METAL SIGN,24,2011-08-01 11:23:00,2.10,14408,United Kingdom
561922,21828,EIGHT PIECE SNAKE  SET,1,2011-08-01 12:12:00,1.25,13167,United Kingdom
561923,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-08-01 12:16:00,1.25,14112,United Kingdom
561925,22417,PACK OF 60 SPACEBOY CAKE CASES,48,2011-08-01 12:28:00,0.55,16551,United Kingdom
561926,22624,IVORY KITCHEN SCALES,2,2011-08-01 12:48:00,8.50,12749,United Kingdom
561933,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-01 12:56:00,2.95,12949,United Kingdom
561968,23337,EGG FRYING PAN MINT ,2,2011-08-01 13:29:00,2.08,16332,United Kingdom
561969,22686,FRENCH BLUE METAL DOOR SIGN No,4,2011-08-01 13:31:00,1.25,17757,United Kingdom
561969,47566,PARTY BUNTING,6,2011-08-01 13:31:00,4.95,17757,United Kingdom
562019,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-08-01 14:57:00,2.08,14709,United Kingdom
562024,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-08-01 16:07:00,4.13,,United Kingdom
562024,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,3,2011-08-01 16:07:00,1.63,,United Kingdom
562024,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-08-01 16:07:00,1.25,,United Kingdom
562024,22605,WOODEN CROQUET GARDEN SET,1,2011-08-01 16:07:00,24.96,,United Kingdom
562031,22675,FRENCH KITCHEN SIGN BLUE METAL,5,2011-08-01 17:37:00,1.25,16984,United Kingdom
562031,22427,ENAMEL FLOWER JUG CREAM,2,2011-08-01 17:37:00,5.95,16984,United Kingdom
562031,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-08-01 17:37:00,2.95,16984,United Kingdom
562034,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-08-02 09:14:00,4.15,12449,Belgium
562034,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-08-02 09:14:00,3.75,12449,Belgium
562035,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-08-02 09:29:00,4.15,12627,Germany
562035,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,10,2011-08-02 09:29:00,0.85,12627,Germany
562039,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-08-02 09:55:00,1.65,12593,France
562045,23298,SPOTTY BUNTING,3,2011-08-02 10:33:00,4.95,12644,Germany
562045,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-08-02 10:33:00,1.65,12644,Germany
562046,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-08-02 10:34:00,2.10,12378,Switzerland
562046,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2011-08-02 10:34:00,2.95,12378,Switzerland
562046,23317,BLUE REFECTORY CLOCK ,2,2011-08-02 10:34:00,9.95,12378,Switzerland
562046,21982,PACK OF 12 SUKI TISSUES ,24,2011-08-02 10:34:00,0.29,12378,Switzerland
562046,21238,RED RETROSPOT CUP,24,2011-08-02 10:34:00,0.85,12378,Switzerland
562046,47591D,PINK FAIRY CAKE CHILDRENS APRON,16,2011-08-02 10:34:00,1.95,12378,Switzerland
562049,22971,QUEENS GUARD COFFEE MUG,12,2011-08-02 11:33:00,2.55,14133,United Kingdom
562085,22273,FELTCRAFT DOLL MOLLY,8,2011-08-02 12:27:00,2.95,15228,United Kingdom
562085,23174,REGENCY SUGAR BOWL GREEN,4,2011-08-02 12:27:00,4.15,15228,United Kingdom
562096,23182,TOILET SIGN OCCUPIED OR VACANT,8,2011-08-02 13:16:00,0.83,15311,United Kingdom
C562097,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-08-02 13:19:00,5.95,15311,United Kingdom
562100,23322,LARGE WHITE HEART OF WICKER,6,2011-08-02 14:00:00,2.95,13437,United Kingdom
562101,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-08-02 14:04:00,2.95,13850,United Kingdom
562101,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-08-02 14:04:00,1.45,13850,United Kingdom
562101,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-08-02 14:04:00,0.85,13850,United Kingdom
562102,23298,SPOTTY BUNTING,12,2011-08-02 14:21:00,4.95,13089,United Kingdom
562102,22178,VICTORIAN GLASS HANGING T-LIGHT,36,2011-08-02 14:21:00,1.25,13089,United Kingdom
562104,20725,LUNCH BAG RED RETROSPOT,34,2011-08-02 14:31:00,4.96,,United Kingdom
562104,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,2011-08-02 14:31:00,9.13,,United Kingdom
562104,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-08-02 14:31:00,2.08,,United Kingdom
562113,21901,"KEY FOB , BACK DOOR ",2,2011-08-02 16:11:00,1.63,,United Kingdom
562113,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,4,2011-08-02 16:11:00,1.25,,United Kingdom
562113,17003,BROCADE RING PURSE ,1,2011-08-02 16:11:00,0.63,,United Kingdom
562113,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-08-02 16:11:00,2.46,,United Kingdom
562113,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-08-02 16:11:00,16.63,,United Kingdom
562113,22197,POPCORN HOLDER,9,2011-08-02 16:11:00,1.63,,United Kingdom
562114,20733,GOLD MINI TAPE MEASURE ,1,2011-08-02 16:14:00,0.83,,United Kingdom
562125,22274,FELTCRAFT DOLL EMILY,1,2011-08-02 17:29:00,2.95,17887,United Kingdom
562128,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-08-03 09:07:00,1.25,16150,United Kingdom
562130,22710,WRAP I LOVE LONDON ,25,2011-08-03 09:13:00,0.42,12750,Poland
562130,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-08-03 09:13:00,4.15,12750,Poland
562137,23293,SET OF 12 FAIRY CAKE BAKING CASES,16,2011-08-03 10:04:00,0.83,12720,Germany
562138,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,30,2011-08-03 10:04:00,2.89,14737,United Kingdom
562143,22940,FELTCRAFT CHRISTMAS FAIRY,48,2011-08-03 10:41:00,3.75,16422,United Kingdom
562143,21889,WOODEN BOX OF DOMINOES,24,2011-08-03 10:41:00,1.25,16422,United Kingdom
562146,23288,GREEN VINTAGE SPOT BEAKER,8,2011-08-03 10:45:00,0.85,17675,United Kingdom
562152,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-08-03 10:56:00,2.95,16168,United Kingdom
562153,22630,DOLLY GIRL LUNCH BOX,36,2011-08-03 11:21:00,1.65,14088,United Kingdom
562158,22064,PINK DOUGHNUT TRINKET POT ,2,2011-08-03 11:45:00,1.65,15039,United Kingdom
562158,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-08-03 11:45:00,1.25,15039,United Kingdom
562158,20725,LUNCH BAG RED RETROSPOT,4,2011-08-03 11:45:00,1.65,15039,United Kingdom
562161,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1,2011-08-03 11:58:00,0.85,17841,United Kingdom
562162,22083,PAPER CHAIN KIT RETROSPOT,9,2011-08-03 12:03:00,2.95,12841,United Kingdom
562163,23167,SMALL CERAMIC TOP STORAGE JAR ,12,2011-08-03 12:06:00,0.83,15628,United Kingdom
562163,23322,LARGE WHITE HEART OF WICKER,6,2011-08-03 12:06:00,2.95,15628,United Kingdom
562166,21633,SUNFLOWER DECORATIVE PARASOL,1,2011-08-03 12:10:00,12.75,13209,United Kingdom
562166,22630,DOLLY GIRL LUNCH BOX,12,2011-08-03 12:10:00,1.95,13209,United Kingdom
562173,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2011-08-03 12:12:00,1.25,14530,United Kingdom
562173,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-08-03 12:12:00,2.95,14530,United Kingdom
562199,23201,JUMBO BAG ALPHABET,6,2011-08-03 12:20:00,2.08,12748,United Kingdom
562200,22729,ALARM CLOCK BAKELIKE ORANGE,12,2011-08-03 12:21:00,3.75,17719,United Kingdom
562200,23342,MINT DINER WALL CLOCK,2,2011-08-03 12:21:00,8.50,17719,United Kingdom
562204,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-08-03 12:54:00,4.95,16324,United Kingdom
562204,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-08-03 12:54:00,2.95,16324,United Kingdom
562213,22386,JUMBO BAG PINK POLKADOT,3,2011-08-03 13:39:00,2.08,13975,United Kingdom
562213,22507,MEMO BOARD RETROSPOT  DESIGN,2,2011-08-03 13:39:00,4.95,13975,United Kingdom
562216,22692,DOORMAT WELCOME TO OUR HOME,2,2011-08-03 13:50:00,7.95,16835,United Kingdom
562217,22078,RIBBON REEL LACE DESIGN ,10,2011-08-03 14:06:00,2.10,17659,United Kingdom
562218,21790,VINTAGE SNAP CARDS,12,2011-08-03 14:07:00,0.85,13851,United Kingdom
562218,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-08-03 14:07:00,1.25,13851,United Kingdom
562219,22624,IVORY KITCHEN SCALES,2,2011-08-03 14:14:00,8.50,15089,United Kingdom
562219,22497,SET OF 2 TINS VINTAGE BATHROOM ,4,2011-08-03 14:14:00,4.25,15089,United Kingdom
562219,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-08-03 14:14:00,1.65,15089,United Kingdom
562219,22961,JAM MAKING SET PRINTED,12,2011-08-03 14:14:00,1.45,15089,United Kingdom
562219,22978,PANTRY ROLLING PIN,6,2011-08-03 14:14:00,3.75,15089,United Kingdom
562222,22699,ROSES REGENCY TEACUP AND SAUCER ,12,2011-08-03 14:33:00,2.95,18073,United Kingdom
562258,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2011-08-03 15:28:00,1.45,16348,United Kingdom
562258,82582,AREA PATROLLED METAL SIGN,4,2011-08-03 15:28:00,2.10,16348,United Kingdom
562263,47504H,ENGLISH ROSE SPIRIT LEVEL ,2,2011-08-03 15:45:00,0.79,17514,United Kingdom
562263,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,3,2011-08-03 15:45:00,0.42,17514,United Kingdom
562263,22193,RED DINER WALL CLOCK,1,2011-08-03 15:45:00,8.50,17514,United Kingdom
562264,21935,SUKI  SHOULDER BAG,1,2011-08-03 16:14:00,3.29,,United Kingdom
562264,23123,COCKTAIL SWORDS 50 PIECES,1,2011-08-03 16:14:00,1.67,,United Kingdom
562264,48111,DOORMAT 3 SMILEY CATS,1,2011-08-03 16:14:00,15.79,,United Kingdom
562264,15039,SANDALWOOD FAN,2,2011-08-03 16:14:00,1.63,,United Kingdom
562264,22197,POPCORN HOLDER,1,2011-08-03 16:14:00,1.63,,United Kingdom
562264,21096,SET/6 FRUIT SALAD  PAPER PLATES,1,2011-08-03 16:14:00,0.83,,United Kingdom
562264,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-08-03 16:14:00,2.46,,United Kingdom
562269,23169,CLASSIC GLASS COOKIE JAR,3,2011-08-03 16:35:00,4.15,14056,United Kingdom
562269,22535,MAGIC DRAWING SLATE BUNNIES ,2,2011-08-03 16:35:00,0.42,14056,United Kingdom
562273,22914,BLUE COAT RACK PARIS FASHION,3,2011-08-04 09:55:00,4.95,12502,Spain
562274,20679,EDWARDIAN PARASOL RED,3,2011-08-04 10:00:00,5.95,12704,Finland
562276,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-04 10:23:00,12.75,17735,United Kingdom
562282,23232,WRAP VINTAGE LEAF DESIGN,50,2011-08-04 10:38:00,0.42,13098,United Kingdom
562282,22382,LUNCH BAG SPACEBOY DESIGN ,50,2011-08-04 10:38:00,1.65,13098,United Kingdom
562285,15036,ASSORTED COLOURS SILK FAN,720,2011-08-04 10:45:00,0.72,17404,Sweden
562313,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-08-04 11:38:00,2.10,14640,United Kingdom
562332,20724,RED RETROSPOT CHARLOTTE BAG,100,2011-08-04 11:44:00,0.72,13791,United Kingdom
562339,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,2011-08-04 11:59:00,0.65,13571,United Kingdom
562341,21931,JUMBO STORAGE BAG SUKI,2,2011-08-04 12:13:00,2.08,15005,United Kingdom
562341,22630,DOLLY GIRL LUNCH BOX,2,2011-08-04 12:13:00,1.95,15005,United Kingdom
562345,20750,RED RETROSPOT MINI CASES,12,2011-08-04 12:14:00,6.35,13694,United Kingdom
562348,22197,POPCORN HOLDER,100,2011-08-04 12:36:00,0.72,17511,United Kingdom
562348,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-04 12:36:00,1.45,17511,United Kingdom
562353,23203,JUMBO BAG DOILEY PATTERNS,100,2011-08-04 13:15:00,1.79,16180,United Kingdom
562353,22960,JAM MAKING SET WITH JARS,6,2011-08-04 13:15:00,4.25,16180,United Kingdom
562365,23171,REGENCY TEA PLATE GREEN ,1,2011-08-04 13:51:00,1.65,14344,United Kingdom
562365,23170,REGENCY TEA PLATE ROSES ,1,2011-08-04 13:51:00,1.65,14344,United Kingdom
562366,21874,GIN AND TONIC MUG,12,2011-08-04 14:01:00,1.25,17692,United Kingdom
562370,22966,GINGERBREAD MAN COOKIE CUTTER,24,2011-08-04 14:20:00,1.25,12626,Germany
562371,23293,SET OF 12 FAIRY CAKE BAKING CASES,12,2011-08-04 14:30:00,0.83,13709,United Kingdom
562374,22945,CHRISTMAS METAL TAGS ASSORTED ,144,2011-08-04 14:40:00,0.72,14911,EIRE
562374,22193,RED DINER WALL CLOCK,12,2011-08-04 14:40:00,7.65,14911,EIRE
562377,23285,PINK VINTAGE SPOT BEAKER,2,2011-08-04 15:04:00,0.85,14535,United Kingdom
562376,22381,TOY TIDY PINK POLKADOT,5,2011-08-04 15:04:00,2.10,15254,United Kingdom
562376,23234,BISCUIT TIN VINTAGE CHRISTMAS,6,2011-08-04 15:04:00,2.89,15254,United Kingdom
562380,23077,DOUGHNUT LIP GLOSS ,20,2011-08-04 15:23:00,1.25,14778,United Kingdom
562381,20961,STRAWBERRY BATH SPONGE ,10,2011-08-04 15:33:00,1.25,16873,United Kingdom
562389,21790,VINTAGE SNAP CARDS,12,2011-08-04 15:55:00,0.85,16531,United Kingdom
562392,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-08-04 16:07:00,1.65,15205,United Kingdom
562393,23338,EGG FRYING PAN RED ,6,2011-08-04 16:17:00,2.08,18172,United Kingdom
562417,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-04 16:32:00,1.69,,United Kingdom
562417,22023,EMPIRE BIRTHDAY CARD,1,2011-08-04 16:32:00,0.83,,United Kingdom
562417,21754,HOME BUILDING BLOCK WORD,1,2011-08-04 16:32:00,11.63,,United Kingdom
562417,82567,"AIRLINE LOUNGE,METAL SIGN",1,2011-08-04 16:32:00,1.63,,United Kingdom
562417,21758,VINTAGE SHELLS PRINT,1,2011-08-04 16:32:00,12.46,,United Kingdom
562417,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2011-08-04 16:32:00,4.96,,United Kingdom
562417,21094,SET/6 RED SPOTTY PAPER PLATES,18,2011-08-04 16:32:00,0.83,,United Kingdom
562420,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-08-04 16:38:00,2.46,,United Kingdom
562420,23125,6PC WOOD PLATE SET DISPOSABLE,1,2011-08-04 16:38:00,2.46,,United Kingdom
562420,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,2011-08-04 16:38:00,8.29,,United Kingdom
562420,21905,MORE BUTTER METAL SIGN ,1,2011-08-04 16:38:00,1.63,,United Kingdom
562420,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,2011-08-04 16:38:00,2.46,,United Kingdom
562420,22992,REVOLVER WOODEN RULER ,1,2011-08-04 16:38:00,4.13,,United Kingdom
562420,23291,DOLLY GIRL CHILDRENS CUP,1,2011-08-04 16:38:00,2.46,,United Kingdom
562420,22421,LIPSTICK PEN FUSCHIA,50,2011-08-04 16:38:00,0.83,,United Kingdom
562420,22135,MINI LADLE LOVE HEART PINK,1,2011-08-04 16:38:00,0.83,,United Kingdom
562427,22178,VICTORIAN GLASS HANGING T-LIGHT,54,2011-08-04 17:19:00,1.25,17267,United Kingdom
562444,22382,LUNCH BAG SPACEBOY DESIGN ,3,2011-08-04 18:44:00,1.65,14713,United Kingdom
562447,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,32,2011-08-04 19:20:00,4.25,15251,United Kingdom
562450,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-08-05 08:40:00,1.65,12562,France
562451,21754,HOME BUILDING BLOCK WORD,3,2011-08-05 09:25:00,5.95,15110,United Kingdom
562454,21098,CHRISTMAS TOILET ROLL,12,2011-08-05 10:31:00,1.25,15128,United Kingdom
562455,22508,DOORSTOP RETROSPOT HEART,4,2011-08-05 10:32:00,3.75,18097,United Kingdom
562456,23548,WRAP MAGIC FOREST ,25,2011-08-05 10:39:00,0.42,15194,United Kingdom
562457,22710,WRAP I LOVE LONDON ,25,2011-08-05 11:00:00,0.42,18079,United Kingdom
562461,85152,HAND OVER THE CHOCOLATE   SIGN ,157,2011-08-05 11:19:00,1.66,16029,United Kingdom
562517,23199,JUMBO BAG APPLES,6,2011-08-05 12:27:00,2.08,15719,United Kingdom
562517,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1,2011-08-05 12:27:00,1.45,15719,United Kingdom
562517,22425,ENAMEL COLANDER CREAM,1,2011-08-05 12:27:00,4.95,15719,United Kingdom
562517,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-08-05 12:27:00,1.25,15719,United Kingdom
562518,22185,SLATE TILE NATURAL HANGING,24,2011-08-05 12:30:00,1.65,16818,United Kingdom
562519,22654,DELUXE SEWING KIT ,1,2011-08-05 12:37:00,5.95,16764,United Kingdom
562526,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-08-05 13:46:00,7.95,16880,United Kingdom
562528,22605,WOODEN CROQUET GARDEN SET,1,2011-08-05 13:52:00,14.95,12610,Italy
562528,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-08-05 13:52:00,4.95,12610,Italy
562528,22617,BAKING SET SPACEBOY DESIGN,3,2011-08-05 13:52:00,4.95,12610,Italy
562528,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-05 13:52:00,2.95,12610,Italy
562528,23226,FILIGREE HEART DAISY WHITE,24,2011-08-05 13:52:00,1.25,12610,Italy
562534,22988,SOLDIERS EGG CUP ,144,2011-08-05 14:49:00,1.06,14031,United Kingdom
562534,22991,GIRAFFE WOODEN RULER,12,2011-08-05 14:49:00,1.95,14031,United Kingdom
562535,21696,SMALL SILVER TRELLIS CANDLEPOT,6,2011-08-05 14:50:00,2.95,13200,United Kingdom
562537,23344,JUMBO BAG 50'S CHRISTMAS ,5,2011-08-05 15:02:00,2.08,12517,Germany
562537,21239,PINK  POLKADOT CUP,8,2011-08-05 15:02:00,0.85,12517,Germany
562540,23169,CLASSIC GLASS COOKIE JAR,1,2011-08-05 15:38:00,4.15,17400,United Kingdom
562540,21793,CLASSIC FRENCH STYLE BASKET BROWN,3,2011-08-05 15:38:00,3.95,17400,United Kingdom
562540,21162,TOXIC AREA  DOOR HANGER ,3,2011-08-05 15:38:00,0.39,17400,United Kingdom
562540,22729,ALARM CLOCK BAKELIKE ORANGE,2,2011-08-05 15:38:00,3.75,17400,United Kingdom
562542,21508,VINTAGE KID DOLLY CARD ,12,2011-08-05 15:40:00,0.42,17377,United Kingdom
562550,22729,ALARM CLOCK BAKELIKE ORANGE,6,2011-08-05 16:16:00,3.75,13082,United Kingdom
562551,23194,GYMKHANA TREASURE BOOK BOX,1,2011-08-05 16:19:00,2.25,17231,United Kingdom
562551,90036A,FLOWER GARLAND NECKLACE RED,1,2011-08-05 16:19:00,7.95,17231,United Kingdom
562552,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6,2011-08-05 16:23:00,1.65,12748,United Kingdom
562553,21877,HOME SWEET HOME MUG,2,2011-08-05 16:34:00,3.29,,United Kingdom
562553,23078,ICE CREAM PEN LIP GLOSS ,1,2011-08-05 16:34:00,2.46,,United Kingdom
562553,82582,AREA PATROLLED METAL SIGN,1,2011-08-05 16:34:00,4.13,,United Kingdom
562553,23289,DOLLY GIRL CHILDRENS BOWL,1,2011-08-05 16:34:00,2.46,,United Kingdom
562553,21915,RED  HARMONICA IN BOX ,1,2011-08-05 16:34:00,2.46,,United Kingdom
562553,90214T,"LETTER ""T"" BLING KEY RING",1,2011-08-05 16:34:00,0.83,,United Kingdom
562553,22513,DOORSTOP FOOTBALL DESIGN,1,2011-08-05 16:34:00,7.46,,United Kingdom
562553,22299,PIG KEYRING WITH LIGHT & SOUND ,1,2011-08-05 16:34:00,2.46,,United Kingdom
562558,23203,JUMBO BAG VINTAGE DOILY ,3,2011-08-05 16:43:00,2.08,13451,United Kingdom
562560,22746,POPPY'S PLAYHOUSE LIVINGROOM ,4,2011-08-05 17:12:00,2.10,14156,EIRE
562560,22495,SET OF 2 ROUND TINS CAMEMBERT ,2,2011-08-05 17:12:00,2.95,14156,EIRE
562560,20766,GARDEN PATH SKETCHBOOK,2,2011-08-05 17:12:00,3.75,14156,EIRE
562560,20972,PINK CREAM FELT CRAFT TRINKET BOX ,2,2011-08-05 17:12:00,1.25,14156,EIRE
562560,22978,PANTRY ROLLING PIN,6,2011-08-05 17:12:00,3.75,14156,EIRE
562560,22748,POPPY'S PLAYHOUSE KITCHEN,4,2011-08-05 17:12:00,2.10,14156,EIRE
562562,47420,ASSORTED COLOUR SUCTION CUP HOOK,24,2011-08-05 17:43:00,0.19,16271,United Kingdom
562562,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-08-05 17:43:00,0.95,16271,United Kingdom
562564,22149,FELTCRAFT 6 FLOWER FRIENDS,20,2011-08-07 10:43:00,2.10,15058,United Kingdom
562574,20971,PINK BLUE FELT CRAFT TRINKET BOX,2,2011-08-07 12:42:00,1.25,14903,United Kingdom
562576,47566,PARTY BUNTING,3,2011-08-07 13:08:00,4.95,15518,United Kingdom
562578,22570,FELTCRAFT CUSHION RABBIT,4,2011-08-07 13:17:00,3.75,14331,United Kingdom
562579,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2011-08-07 13:30:00,2.10,16950,United Kingdom
562579,23335,EGG FRYING PAN IVORY ,2,2011-08-07 13:30:00,2.08,16950,United Kingdom
562579,22789,T-LIGHT HOLDER SWEETHEART HANGING,24,2011-08-07 13:30:00,1.95,16950,United Kingdom
562581,23047,PAPER LANTERN 5 POINT SEQUIN STAR,1,2011-08-07 13:43:00,5.75,15860,United Kingdom
562587,23202,JUMBO BAG VINTAGE LEAF,10,2011-08-07 14:34:00,2.08,15640,United Kingdom
562587,23173,REGENCY TEAPOT ROSES ,1,2011-08-07 14:34:00,9.95,15640,United Kingdom
562593,22977,DOLLY GIRL CHILDRENS EGG CUP,4,2011-08-07 15:43:00,1.25,16549,United Kingdom
562593,22694,WICKER STAR ,4,2011-08-07 15:43:00,2.10,16549,United Kingdom
562598,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-08-08 10:00:00,0.85,15152,United Kingdom
562602,23138,SINGLE WIRE HOOK IVORY HEART,12,2011-08-08 10:11:00,1.45,12865,Austria
562605,22386,JUMBO BAG PINK POLKADOT,10,2011-08-08 10:59:00,2.08,12530,Germany
562608,21872,GLAMOROUS  MUG,12,2011-08-08 11:45:00,1.25,15502,United Kingdom
562608,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-08-08 11:45:00,1.45,15502,United Kingdom
562608,22297,HEART IVORY TRELLIS SMALL,24,2011-08-08 11:45:00,1.25,15502,United Kingdom
562611,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-08-08 11:58:00,2.55,17716,United Kingdom
562612,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,2011-08-08 12:00:00,0.85,16637,United Kingdom
562615,85099F,JUMBO BAG STRAWBERRY,10,2011-08-08 12:20:00,2.08,16458,United Kingdom
562616,21215,IVORY PAPER CUP CAKE CASES ,24,2011-08-08 12:28:00,0.55,14748,United Kingdom
562616,22570,FELTCRAFT CUSHION RABBIT,4,2011-08-08 12:28:00,3.75,14748,United Kingdom
562616,84991,60 TEATIME FAIRY CAKE CASES,24,2011-08-08 12:28:00,0.55,14748,United Kingdom
562619,22386,JUMBO BAG PINK POLKADOT,4,2011-08-08 12:34:00,2.08,15311,United Kingdom
562619,22670,FRENCH WC SIGN BLUE METAL,1,2011-08-08 12:34:00,1.25,15311,United Kingdom
562621,22383,LUNCH BAG SUKI DESIGN ,10,2011-08-08 12:36:00,1.65,14415,United Kingdom
562649,22489,PACK OF 12 TRADITIONAL CRAYONS,1,2011-08-08 13:11:00,0.42,14606,United Kingdom
562649,21463,MIRRORED DISCO BALL ,1,2011-08-08 13:11:00,5.95,14606,United Kingdom
562649,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1,2011-08-08 13:11:00,1.25,14606,United Kingdom
562649,21533,RETROSPOT LARGE MILK JUG,1,2011-08-08 13:11:00,4.95,14606,United Kingdom
562670,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-08-08 13:42:00,6.75,14911,EIRE
562670,22728,ALARM CLOCK BAKELIKE PINK,4,2011-08-08 13:42:00,3.75,14911,EIRE
562688,20767,BLUE PAISLEY JOURNAL ,2,2011-08-08 13:53:00,2.55,13869,United Kingdom
562688,22842,BISCUIT TIN VINTAGE RED,2,2011-08-08 13:53:00,6.75,13869,United Kingdom
C562687,21359,RELAX LARGE WOOD LETTERS,-1,2011-08-08 13:53:00,3.95,15157,United Kingdom
562701,15056N,EDWARDIAN PARASOL NATURAL,18,2011-08-08 13:59:00,5.95,13767,United Kingdom
C562709,21042,RED RETROSPOT APRON ,-1,2011-08-08 14:32:00,4.65,17511,United Kingdom
C562709,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-08 14:32:00,1.06,17511,United Kingdom
562711,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-08-08 14:53:00,3.75,16788,United Kingdom
562712,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-08-08 15:00:00,0.55,13016,United Kingdom
562715,21935,SUKI  SHOULDER BAG,2,2011-08-08 15:34:00,3.29,,United Kingdom
562715,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,1,2011-08-08 15:34:00,4.13,,United Kingdom
